揹包	背包
蝙蝠：尖声叫	蝙蝠聲
蝙蝠：死亡	蝙蝠死亡
蝙蝠：受伤	蝙蝠受傷
蝙蝠：起飞	蝙蝠飛翔聲
蜜蜂：嗡嗡	蜜蜂嗡嗡聲
蜜蜂：死亡	蜜蜂死亡
蜜蜂：受伤	蜜蜂受傷
蜜蜂：愤怒地嗡嗡叫	蜜蜂憤怒地嗡嗡作響
蜜蜂：高兴地嗡嗡叫	蜜蜂快樂地嗡嗡作響
蜜蜂：刺蛰	蜜蜂螫咬
烈焰人：呼吸	烈焰使者吐息
烈焰人：噼啪作响	烈焰使者劈啪聲
烈焰人：死亡	烈焰使者死亡
烈焰人：受伤	烈焰使者受傷
烈焰人：射击	烈焰使者發射
划船	划船
沼骸：咯咯声	沼骸喀啦聲
沼骸：死亡	沼骸死亡
沼骸：受伤	沼骸受傷
旋风人：蓄力	旋風使者蓄力
旋风人：死亡	旋風使者死亡
旋风人：反弹	旋風使者反彈
旋风人：受伤	旋風使者受傷
旋风人：飞行	旋風使者飛行
旋风人：呼啸	旋風使者呼嘯
旋风人：吸气	旋風使者吸氣
旋风人：跳跃	旋風使者跳躍
旋风人：着陆	旋風使者落地
旋风人：射击	旋風使者發射
旋风人：滑行	旋風使者滑行
旋风人：旋转	旋風使者旋轉
风弹：爆裂	風彈爆裂
骆驼：呼噜	駱駝呼嚕聲
骆驼：冲刺	駱駝衝刺
骆驼：恢复体力	駱駝體力恢復
骆驼：死亡	駱駝死亡
骆驼：进食	駱駝進食
骆驼：受伤	駱駝受傷
鞍：装备	裝上鞍
骆驼：坐下	駱駝坐下
骆驼：站起	駱駝起身
骆驼：脚步声	駱駝踏步
骆驼：踏沙	駱駝踏沙
猫：喵~	貓叫聲
猫：求食	貓討食
猫：死亡	貓死亡
猫：进食	貓進食
猫：嘶嘶声	貓嘶嘶聲
猫：受伤	貓受傷
猫：呼噜声	貓呼嚕叫
鸡：咯咯叫	雞叫聲
鸡：死亡	雞死亡
鸡：下蛋	雞下蛋
鸡：受伤	雞受傷
鳕鱼：死亡	鱈魚死亡
鳕鱼：扑腾	鱈魚拍打
鳕鱼：受伤	鱈魚受傷
铜傀儡：死亡	銅魔像死亡
铜傀儡：受伤	銅魔像受傷
铜傀儡：放置物品	銅魔像放置物品
铜傀儡：无法放置物品	銅魔像無法放置物品
铜傀儡：取出物品	銅魔像拾起物品
铜傀儡：无法取出物品	銅魔像無法拾起物品
铜傀儡：出现	銅魔像出現
铜傀儡：旋转头部	銅魔像轉頭
铜傀儡：锈化	銅魔像鏽化
牛：哞~	牛哞聲
牛：死亡	牛死亡
牛：受伤	牛受傷
牛：被挤奶	牛被擠出鮮奶
嘎枝：注视	嘎枝凝視
嘎枝：嘎吱作响	嘎枝嘎吱作響
嘎枝：攻击	嘎枝攻擊
嘎枝：静息	嘎枝平復
嘎枝：碎裂	嘎枝崩解
嘎枝：驻足	嘎枝停止
嘎枝：显现	嘎枝顯現
嘎枝：被击打	嘎枝被擊中
嘎枝：抽搐	嘎枝抽搐
嘎枝：移动	嘎枝移動
苦力怕：死亡	苦力怕死亡
苦力怕：受伤	苦力怕受傷
苦力怕：嘶~	苦力怕嘶嘶聲
海豚：啾啾	海豚啾啾聲
海豚：吹口哨	海豚吹哨
海豚：攻击	海豚攻擊
海豚：死亡	海豚死亡
海豚：进食	海豚進食
海豚：受伤	海豚受傷
海豚：跃起	海豚跳躍
海豚：嬉戏	海豚嬉鬧
海豚：溅起水花	海豚濺水
海豚：游泳	海豚游泳
驴：嘶叫	驢子叫聲
驴：嘶鸣	驢子嘶鳴
驴：装备箱子	為驢子裝上儲物箱
驴：死亡	驢子死亡
驴：进食	驢子進食
驴：受伤	驢子受傷
驴：跳跃	驢子跳躍
溺尸：呻吟	沉屍咕嚕聲
溺尸：死亡	沉屍死亡
溺尸：受伤	沉屍受傷
溺尸：投掷三叉戟	沉屍投擲三叉戟
溺尸：脚步声	沉屍腳步聲
溺尸：游泳	沉屍游泳
鸡蛋：飞出	雞蛋擲出
远古守卫者：低鸣	遠古深海守衛叫聲
远古守卫者：弹跳	遠古深海守衛拍打聲
远古守卫者：诅咒	遠古深海守衛施咒
远古守卫者：死亡	遠古深海守衛死亡
远古守卫者：扑腾	遠古深海守衛拍擊聲
远古守卫者：受伤	遠古深海守衛受傷
末影龙：咆哮	終界龍咆哮聲
末影龙：死亡	終界龍死亡
末影龙：拍打翅膀	終界龍擊翅聲
末影龙：吼叫	終界龍吼叫
末影龙：受伤	終界龍受傷
末影龙：射击	終界龍發射火球
末影之眼：掉落	終界之眼掉落
末影之眼：射出	終界之眼擲出
末影珍珠：飞出	終界珍珠擲出
末影人：低鸣	終界使者低鳴聲
末影人：死亡	終界使者死亡
末影人：受伤	終界使者受傷
末影人：尖叫	終界使者尖叫
末影人：喊叫	終界使者大聲嘶吼
末影人：传送	終界使者瞬移聲
末影螨：窜动	終界蟎竄動
末影螨：死亡	終界蟎死亡
末影螨：受伤	終界蟎受傷
唤魔者：咕哝	喚魔者嘀咕
唤魔者：施法	喚魔者施咒
唤魔者：欢呼	喚魔者歡呼
唤魔者：死亡	喚魔者死亡
唤魔者：受伤	喚魔者受傷
唤魔者：准备攻击	喚魔者準備攻擊
唤魔者：准备召唤	喚魔者準備召喚
唤魔者：准备施咒	喚魔者準備施咒
尖牙：咬合	尖牙咬擊
获得经验	獲得經驗值
烟花：爆裂	煙火爆炸
烟花：发射	煙火發射
烟花：闪烁	煙火閃爍
溅起水花	水濺聲
浮漂：收回	浮標收回
浮漂：溅起水花	浮標濺水聲
浮漂：甩出	浮標投出
狐狸：愤怒	狐狸發怒
狐狸：吱吱叫	狐狸吱叫
狐狸：撕咬	狐狸啃咬
狐狸：死亡	狐狸死亡
狐狸：进食	狐狸進食
狐狸：受伤	狐狸受傷
狐狸：尖声叫	狐狸尖叫聲
狐狸：打鼾	狐狸打鼾
狐狸：嗅探	狐狸嗅氣
狐狸：吐出	狐狸吐出
狐狸：传送	狐狸傳送
青蛙：咕呱	青蛙呱呱叫
青蛙：死亡	青蛙死亡
青蛙：进食	青蛙進食
青蛙：受伤	青蛙受傷
青蛙：产卵	青蛙產卵
青蛙：跳跃	青蛙跳躍
燃烧	燃燒
死亡	死亡
啜饮	飲用聲
进食	進食
爆炸	爆炸聲
某物：受伤	物體受傷
某物：摔倒	物體跌落
游泳	游泳
恶魂：哭泣	地獄幽靈哭泣聲
恶魂：死亡	地獄幽靈死亡
恶魂：受伤	地獄幽靈受傷
恶魂：射击	地獄幽靈射擊
小恶魂：咕咕	小幽靈咕咕聲
小恶魂：死亡	小幽靈死亡
小恶魂：受伤	小幽靈受傷
小恶魂：出现	小幽靈出現
荧光物品展示框：填充	填充螢光物品展示框
荧光物品展示框：被破坏	取下螢光物品展示框
荧光物品展示框：被放置	放置螢光物品展示框
荧光物品展示框：清空	清空螢光物品展示框
荧光物品展示框：转动	螢光物品展示框咔嗒聲
发光鱿鱼：游泳	螢光魷魚游泳
发光鱿鱼：死亡	螢光魷魚死亡
发光鱿鱼：受伤	螢光魷魚受傷
发光鱿鱼：喷墨	螢光魷魚噴墨
山羊：咩~	山羊咩叫聲
山羊：死亡	山羊死亡
山羊：进食	山羊進食
山羊：断角	山羊角斷裂
山羊：受伤	山羊受傷
山羊：跳跃	山羊跳躍聲
山羊：被挤奶	山羊被擠出鮮奶
山羊：跺脚	山羊重踏聲
山羊：冲撞	山羊衝撞聲
山羊：喊叫	山羊吼叫聲
山羊：脚步声	山羊腳步聲
守卫者：低鸣	深海守衛叫聲
守卫者：弹跳	深海守衛拍打聲
守卫者：射击	深海守衛發射
守卫者：死亡	深海守衛死亡
守卫者：扑腾	深海守衛拍擊聲
守卫者：受伤	深海守衛受傷
快乐恶魂：哼唱	快樂幽靈哼唱聲
快乐恶魂：死亡	快樂幽靈死亡
挽具：装备	帽鞍裝備聲
快乐恶魂：就绪	快樂幽靈就緒
快乐恶魂：停下	快樂幽靈停下
快乐恶魂：受伤	快樂幽靈受傷
挽具：卸下	帽鞍卸除聲
疣猪兽：咆哮	豬布獸吼叫
疣猪兽：怒吼	豬布獸憤怒地吼叫
疣猪兽：攻击	豬布獸攻擊
疣猪兽：转化为僵尸疣猪兽	豬布獸轉化為豬屍獸
疣猪兽：死亡	豬布獸死亡
疣猪兽：受伤	豬布獸受傷
疣猪兽：退缩	豬布獸撤退
疣猪兽：脚步声	豬布獸腳步聲
马：嘶鸣	馬嘶鳴
马铠：装备	裝上馬鎧
马：呼吸	馬呼吸聲
马：死亡	馬死亡
马：进食	馬進食
马：奔腾	馬跑步聲
马：受伤	馬受傷
马：跳跃	馬跳躍
尸壳：低吼	屍殼呻吟聲
尸壳：转化为僵尸	屍殼轉變為殭屍
尸壳：死亡	屍殼死亡
尸壳：受伤	屍殼受傷
幻术师：咕哝	幻術師嘀咕
幻术师：施法	幻術師施咒
幻术师：死亡	幻術師死亡
幻术师：受伤	幻術師受傷
幻术师：分影	幻術師分影
幻术师：准备失明法术	幻術師準備盲眼咒
幻术师：准备分影法术	幻術師準備分影咒
铁傀儡：攻击	鐵魔像攻擊
铁傀儡：受损	鐵魔像破裂
铁傀儡：死亡	鐵魔像死亡
铁傀儡：受伤	鐵魔像受傷
铁傀儡：修复	鐵魔像修復
物品：损坏	物品損壞
物品：被拾起	撿起物品
物品展示框：填充	填充物品展示框
物品展示框：被破坏	取下物品展示框
物品展示框：被放置	放置物品展示框
物品展示框：清空	清空物品展示框
物品展示框：转动	物品展示框咔嗒聲
拴绳结：被破坏	取下拴繩
拴绳结：被系上	繫上拴繩
电闪	雷擊聲
雷鸣	雷聲隆隆
羊驼：吼叫	駱馬叫聲
羊驼：怒吼	駱馬怒吼
羊驼：装备箱子	為駱馬裝上儲物箱
羊驼：死亡	駱馬死亡
羊驼：进食	駱馬進食
羊驼：受伤	駱馬受傷
羊驼：喷射唾沫	駱馬呸
羊驼：脚步声	駱馬踏步
羊驼：被装饰	駱馬被裝飾
岩浆怪：死亡	岩漿立方怪死亡
岩浆怪：受伤	岩漿立方怪受傷
岩浆怪：挤压	岩漿立方怪啪搭聲
矿车：哐啷作响	礦車哐啷聲
矿车：在水中哐啷作响	礦車水下哐啷聲
矿车：行进	礦車移動
哞菇：转化	哞菇轉變
哞菇：进食	哞菇進食
哞菇：被挤奶	哞菇被擠出鮮奶
哞菇：被挤出谜之炖菜	哞菇被擠出可疑的奶
骡：鸣叫	騾子叫聲
骡：嘶鸣	騾子嘶鳴
骡：装备箱子	為騾子裝上儲物箱
骡：死亡	騾子死亡
骡：进食	騾子進食
骡：受伤	騾子受傷
骡：跳跃	騾子跳躍
画：被破坏	取下繪畫
画：被放置	放置繪畫
熊猫：发怒	貓熊發怒
熊猫：喘息	貓熊喘氣
熊猫：撕咬	貓熊啃咬
熊猫：哀鸣	貓熊哀鳴
熊猫：死亡	貓熊死亡
熊猫：进食	貓熊進食
熊猫：受伤	貓熊受傷
熊猫：鼻痒	貓熊鼻子發癢
熊猫：打喷嚏	貓熊打噴嚏
熊猫：脚步声	貓熊腳步聲
熊猫：呜咽	貓熊嗚咽
鹦鹉：说话	鸚鵡說話
鹦鹉：死亡	鸚鵡死亡
鹦鹉：进食	鸚鵡進食
鹦鹉：扑翼	鸚鵡振翅
鹦鹉：受伤	鸚鵡受傷
鹦鹉：呼吸	鸚鵡吐息
鹦鹉：咯咯声	鸚鵡喀啦聲
鹦鹉：呼啸	鸚鵡呼嘯
鹦鹉：嘎吱作响	鸚鵡嘎吱作響
鹦鹉：嘶~	鸚鵡嘶嘶聲
鹦鹉：呻吟	鸚鵡咕嚕聲
鹦鹉：低鸣	鸚鵡呻吟聲
鹦鹉：咆哮	鸚鵡咆哮聲
鹦鹉：窜动	鸚鵡竄動
鹦鹉：咕哝	鸚鵡嘀咕
鹦鹉：哭泣	鸚鵡哭泣聲
鹦鹉：低吼	鸚鵡呻吟聲
鹦鹉：挤压	鸚鵡啪搭聲
鹦鹉：尖声叫	鸚鵡尖叫聲
鹦鹉：哼叫	鸚鵡哼氣
鹦鹉：呼噜	鸚鵡呼嚕聲
鹦鹉：窥视	鸚鵡潛伏
鹦鹉：嘶嘶	鸚鵡嘶嘶聲
鹦鹉：恼人	鸚鵡惱怒
鹦鹉：低语	鸚鵡嘀咕聲
鹦鹉：暗笑	鸚鵡咯咯笑
鹦鹉：愤怒	鸚鵡發怒
幻翼：尖声叫	夜魅尖叫聲
幻翼：撕咬	夜魅啃咬
幻翼：死亡	夜魅死亡
幻翼：振翅	夜魅振翅
幻翼：受伤	夜魅受傷
幻翼：俯冲	夜魅俯衝
猪：哼叫	豬叫聲
猪：死亡	豬死亡
猪：受伤	豬受傷
猪灵：端详物品	豬布林鑑賞物品
猪灵：哼叫	豬布林哼氣
猪灵：愤怒地哼叫	豬布林憤怒地哼氣
猪灵：庆祝	豬布林慶祝
猪灵：转化为僵尸猪灵	豬布林轉化為殭屍化豬布林
猪灵：死亡	豬布林死亡
猪灵：受伤	豬布林受傷
猪灵：羡慕地哼叫	豬布林嫉妒地哼氣
猪灵：退缩	豬布林撤退
猪灵：脚步声	豬布林腳步聲
猪灵蛮兵：哼叫	豬布林蠻兵哼氣
猪灵蛮兵：愤怒地哼叫	豬布林蠻兵憤怒地哼氣
猪灵蛮兵：转化为僵尸猪灵	豬布林蠻兵轉化為殭屍化豬布林
猪灵蛮兵：死亡	豬布林蠻兵死亡
猪灵蛮兵：受伤	豬布林蠻兵受傷
猪灵蛮兵：脚步声	豬布林蠻兵腳步聲
掠夺者：咕哝	掠奪者嘀咕
掠夺者：欢呼	掠奪者歡呼
掠夺者：死亡	掠奪者死亡
掠夺者：受伤	掠奪者受傷
暴击	暴擊
击退攻击	擊退攻擊
重击	重攻擊
横扫攻击	橫掃攻擊
轻击	弱攻擊
打嗝	打嗝
玩家：死亡	玩家死亡
玩家：冻伤	玩家凍傷
玩家：受伤	玩家受傷
玩家：溺水	玩家溺水
玩家：燃烧	玩家燃燒
玩家：升级	玩家升級聲
玩家：传送	玩家傳送
北极熊：低吼	北極熊低吼
幼年北极熊：哼哼	幼年北極熊低哼
北极熊：死亡	北極熊死亡
北极熊：受伤	北極熊受傷
北极熊：咆哮	北極熊吼叫
玻璃瓶：碎裂	瓶子碎裂聲
玻璃瓶：扔出	擲瓶聲
河豚：收缩	河豚消氣
河豚：膨胀	河豚充氣
河豚：死亡	河豚死亡
河豚：扑腾	河豚拍打
河豚：受伤	河豚受傷
河豚：刺蛰	河豚螫人
兔子：吱吱叫	兔子叫聲
兔子：攻击	兔子攻擊
兔子：死亡	兔子死亡
